customer_id,store_id,first_name,last_name,email,address_id,phone,deposit,active,create_date,last_update
193,2,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,197,9.41E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
194,2,KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,198,1.04E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
195,1,VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,199,4.19E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
196,1,ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,200,3.31E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
197,2,SUE,PETERS,SUE.PETERS@sakilacustomer.org,201,2.64E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
198,2,ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,202,7.68E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
199,2,BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,203,4.71E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
200,2,JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,204,7.64E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
201,1,VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,205,1.47E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
202,2,CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,206,3.69E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
203,1,TARA,RYAN,TARA.RYAN@sakilacustomer.org,207,6.52E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
204,1,ROSEMARY,SCHMIDT,ROSEMARY.SCHMIDT@sakilacustomer.org,208,6.46E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
205,2,EILEEN,CARR,EILEEN.CARR@sakilacustomer.org,209,9.06E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
206,1,TERRI,VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,210,90336226227,0,1,14/02/2006 22:04,15/02/2006 04:57
207,1,GERTRUDE,CASTILLO,GERTRUDE.CASTILLO@sakilacustomer.org,211,4.03E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
208,1,LUCY,WHEELER,LUCY.WHEELER@sakilacustomer.org,212,49677664184,0,1,14/02/2006 22:04,15/02/2006 04:57
209,2,TONYA,CHAPMAN,TONYA.CHAPMAN@sakilacustomer.org,213,95666951770,0,1,14/02/2006 22:04,15/02/2006 04:57
210,2,ELLA,OLIVER,ELLA.OLIVER@sakilacustomer.org,214,7.56E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
211,1,STACEY,MONTGOMERY,STACEY.MONTGOMERY@sakilacustomer.org,215,4.08E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
212,2,WILMA,RICHARDS,WILMA.RICHARDS@sakilacustomer.org,216,1.69E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
213,1,GINA,WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,217,5.84E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
214,1,KRISTIN,JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,218,7.86E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
215,2,JESSIE,BANKS,JESSIE.BANKS@sakilacustomer.org,219,3.53E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
216,1,NATALIE,MEYER,NATALIE.MEYER@sakilacustomer.org,220,8.73E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
217,2,AGNES,BISHOP,AGNES.BISHOP@sakilacustomer.org,221,7.79E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
218,1,VERA,MCCOY,VERA.MCCOY@sakilacustomer.org,222,8.87E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
219,2,WILLIE,HOWELL,WILLIE.HOWELL@sakilacustomer.org,223,9.92E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
220,2,CHARLENE,ALVAREZ,CHARLENE.ALVAREZ@sakilacustomer.org,224,7.07E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
221,1,BESSIE,MORRISON,BESSIE.MORRISON@sakilacustomer.org,225,4.70E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
222,2,DELORES,HANSEN,DELORES.HANSEN@sakilacustomer.org,226,5.16E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
223,1,MELINDA,FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,227,99760893676,0,1,14/02/2006 22:04,15/02/2006 04:57
224,2,PEARL,GARZA,PEARL.GARZA@sakilacustomer.org,228,9.63E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
225,1,ARLENE,HARVEY,ARLENE.HARVEY@sakilacustomer.org,229,4.61E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
226,2,MAUREEN,LITTLE,MAUREEN.LITTLE@sakilacustomer.org,230,6.84E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
227,1,COLLEEN,BURTON,COLLEEN.BURTON@sakilacustomer.org,231,6.70E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
228,2,ALLISON,STANLEY,ALLISON.STANLEY@sakilacustomer.org,232,5.94E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
229,1,TAMARA,NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,233,22326410776,0,1,14/02/2006 22:04,15/02/2006 04:57
230,2,JOY,GEORGE,JOY.GEORGE@sakilacustomer.org,234,4.79E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
231,1,GEORGIA,JACOBS,GEORGIA.JACOBS@sakilacustomer.org,235,5.41E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
232,2,CONSTANCE,REID,CONSTANCE.REID@sakilacustomer.org,236,5.89E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
233,2,LILLIE,KIM,LILLIE.KIM@sakilacustomer.org,237,4.32E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
234,1,CLAUDIA,FULLER,CLAUDIA.FULLER@sakilacustomer.org,238,6.30E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
235,1,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,239,6.10E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
236,1,MARCIA,DEAN,MARCIA.DEAN@sakilacustomer.org,240,7.28E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
237,1,TANYA,GILBERT,TANYA.GILBERT@sakilacustomer.org,241,7.93E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
238,1,NELLIE,GARRETT,NELLIE.GARRETT@sakilacustomer.org,242,9.18E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
239,2,MINNIE,ROMERO,MINNIE.ROMERO@sakilacustomer.org,243,63937119031,0,1,14/02/2006 22:04,15/02/2006 04:57
240,1,MARLENE,WELCH,MARLENE.WELCH@sakilacustomer.org,244,1.38E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
241,2,HEIDI,LARSON,HEIDI.LARSON@sakilacustomer.org,245,2.80E+11,0,0,14/02/2006 22:04,15/02/2006 04:57
242,1,GLENDA,FRAZIER,GLENDA.FRAZIER@sakilacustomer.org,246,8.90E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
243,1,LYDIA,BURKE,LYDIA.BURKE@sakilacustomer.org,247,6.86E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
244,2,VIOLA,HANSON,VIOLA.HANSON@sakilacustomer.org,248,5.70E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
245,1,COURTNEY,DAY,COURTNEY.DAY@sakilacustomer.org,249,8.90E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
246,1,MARIAN,MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,250,7.41E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
247,1,STELLA,MORENO,STELLA.MORENO@sakilacustomer.org,251,2.67E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
248,1,CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,252,4.36E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
249,2,DORA,MEDINA,DORA.MEDINA@sakilacustomer.org,253,56257502250,0,1,14/02/2006 22:04,15/02/2006 04:57
250,2,JO,FOWLER,JO.FOWLER@sakilacustomer.org,254,7.16E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
251,2,VICKIE,BREWER,VICKIE.BREWER@sakilacustomer.org,255,5.67E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
252,2,MATTIE,HOFFMAN,MATTIE.HOFFMAN@sakilacustomer.org,256,2.47E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
253,1,TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,258,1.35E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
254,2,MAXINE,SILVA,MAXINE.SILVA@sakilacustomer.org,259,8.41E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
255,2,IRMA,PEARSON,IRMA.PEARSON@sakilacustomer.org,260,9.87E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
256,2,MABEL,HOLLAND,MABEL.HOLLAND@sakilacustomer.org,261,8.85E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
257,2,MARSHA,DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,262,2.45E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
258,1,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,263,46871694740,0,1,14/02/2006 22:04,15/02/2006 04:57
259,2,LENA,JENSEN,LENA.JENSEN@sakilacustomer.org,264,5.38E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
260,1,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,265,2.77E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
261,1,DEANNA,BYRD,DEANNA.BYRD@sakilacustomer.org,266,2.65E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
262,2,PATSY,DAVIDSON,PATSY.DAVIDSON@sakilacustomer.org,267,2.83E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
263,1,HILDA,HOPKINS,HILDA.HOPKINS@sakilacustomer.org,268,3.23E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
264,1,GWENDOLYN,MAY,GWENDOLYN.MAY@sakilacustomer.org,269,3.04E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
265,2,JENNIE,TERRY,JENNIE.TERRY@sakilacustomer.org,270,4.76E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
266,2,NORA,HERRERA,NORA.HERRERA@sakilacustomer.org,271,6.22E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
267,1,MARGIE,WADE,MARGIE.WADE@sakilacustomer.org,272,1.92E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
268,1,NINA,SOTO,NINA.SOTO@sakilacustomer.org,273,3.57E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
269,1,CASSANDRA,WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,274,6.85E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
270,1,LEAH,CURTIS,LEAH.CURTIS@sakilacustomer.org,275,7.02E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
271,1,PENNY,NEAL,PENNY.NEAL@sakilacustomer.org,276,2.71E+11,0,0,14/02/2006 22:04,15/02/2006 04:57
272,1,KAY,CALDWELL,KAY.CALDWELL@sakilacustomer.org,277,1.71E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
273,2,PRISCILLA,LOWE,PRISCILLA.LOWE@sakilacustomer.org,278,45387294817,0,1,14/02/2006 22:04,15/02/2006 04:57
274,1,NAOMI,JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,279,9.60E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
275,2,CAROLE,BARNETT,CAROLE.BARNETT@sakilacustomer.org,280,8.74E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
276,1,BRANDY,GRAVES,BRANDY.GRAVES@sakilacustomer.org,281,75975221996,0,1,14/02/2006 22:04,15/02/2006 04:57
277,2,OLGA,JIMENEZ,OLGA.JIMENEZ@sakilacustomer.org,282,3.64E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
278,2,BILLIE,HORTON,BILLIE.HORTON@sakilacustomer.org,283,8.81E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
279,2,DIANNE,SHELTON,DIANNE.SHELTON@sakilacustomer.org,284,1.18E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
280,2,TRACEY,BARRETT,TRACEY.BARRETT@sakilacustomer.org,285,85059738746,0,1,14/02/2006 22:04,15/02/2006 04:57
281,2,LEONA,OBRIEN,LEONA.OBRIEN@sakilacustomer.org,286,5.83E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
282,2,JENNY,CASTRO,JENNY.CASTRO@sakilacustomer.org,287,62781725285,0,1,14/02/2006 22:04,15/02/2006 04:57
283,1,FELICIA,SUTTON,FELICIA.SUTTON@sakilacustomer.org,288,7.91E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
284,1,SONIA,GREGORY,SONIA.GREGORY@sakilacustomer.org,289,1.95E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
285,1,MIRIAM,MCKINNEY,MIRIAM.MCKINNEY@sakilacustomer.org,290,3.41E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
286,1,VELMA,LUCAS,VELMA.LUCAS@sakilacustomer.org,291,5.58E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
287,2,BECKY,MILES,BECKY.MILES@sakilacustomer.org,292,6.48E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
288,1,BOBBIE,CRAIG,BOBBIE.CRAIG@sakilacustomer.org,293,9.57E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
289,1,VIOLET,RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,294,1.72E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
290,1,KRISTINA,CHAMBERS,KRISTINA.CHAMBERS@sakilacustomer.org,295,892523334,0,1,14/02/2006 22:04,15/02/2006 04:57
291,1,TONI,HOLT,TONI.HOLT@sakilacustomer.org,296,9.77E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
292,2,MISTY,LAMBERT,MISTY.LAMBERT@sakilacustomer.org,297,3.51E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
293,2,MAE,FLETCHER,MAE.FLETCHER@sakilacustomer.org,298,96604821070,0,1,14/02/2006 22:04,15/02/2006 04:57
294,2,SHELLY,WATTS,SHELLY.WATTS@sakilacustomer.org,299,9.67E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
295,1,DAISY,BATES,DAISY.BATES@sakilacustomer.org,300,8.16E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
296,2,RAMONA,HALE,RAMONA.HALE@sakilacustomer.org,301,4.30E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
297,1,SHERRI,RHODES,SHERRI.RHODES@sakilacustomer.org,302,5.11E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
298,1,ERIKA,PENA,ERIKA.PENA@sakilacustomer.org,303,1.62E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
299,2,JAMES,GANNON,JAMES.GANNON@sakilacustomer.org,304,7.11E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
300,1,JOHN,FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,305,51917807050,0,1,14/02/2006 22:04,15/02/2006 04:57
301,2,ROBERT,BAUGHMAN,ROBERT.BAUGHMAN@sakilacustomer.org,306,96110042435,0,1,14/02/2006 22:04,15/02/2006 04:57
302,1,MICHAEL,SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,307,1.08E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
303,2,WILLIAM,SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,308,4.07E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
304,2,DAVID,ROYAL,DAVID.ROYAL@sakilacustomer.org,309,5.04E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
305,1,RICHARD,MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,310,2.62E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
306,1,CHARLES,KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,311,1.81E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
307,2,JOSEPH,JOY,JOSEPH.JOY@sakilacustomer.org,312,5.73E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
308,1,THOMAS,GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,313,9.83E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
309,1,CHRISTOPHER,GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,314,8.06E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
310,2,DANIEL,CABRAL,DANIEL.CABRAL@sakilacustomer.org,315,1.04E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
311,2,PAUL,TROUT,PAUL.TROUT@sakilacustomer.org,316,6.88E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
312,2,MARK,RINEHART,MARK.RINEHART@sakilacustomer.org,317,8.24E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
313,2,DONALD,MAHON,DONALD.MAHON@sakilacustomer.org,318,6.13E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
314,1,GEORGE,LINTON,GEORGE.LINTON@sakilacustomer.org,319,7.05E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
315,2,KENNETH,GOODEN,KENNETH.GOODEN@sakilacustomer.org,320,5.09E+11,0,0,14/02/2006 22:04,15/02/2006 04:57
316,1,STEVEN,CURLEY,STEVEN.CURLEY@sakilacustomer.org,321,1.39E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
317,2,EDWARD,BAUGH,EDWARD.BAUGH@sakilacustomer.org,322,46568045367,0,1,14/02/2006 22:04,15/02/2006 04:57
318,1,BRIAN,WYMAN,BRIAN.WYMAN@sakilacustomer.org,323,5.56E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
319,2,RONALD,WEINER,RONALD.WEINER@sakilacustomer.org,324,6.75E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
320,2,ANTHONY,SCHWAB,ANTHONY.SCHWAB@sakilacustomer.org,325,4.78E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
321,1,KEVIN,SCHULER,KEVIN.SCHULER@sakilacustomer.org,326,9.08E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
322,1,JASON,MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,327,9.73E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
323,2,MATTHEW,MAHAN,MATTHEW.MAHAN@sakilacustomer.org,328,8.69E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
324,2,GARY,COY,GARY.COY@sakilacustomer.org,329,1.69E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
325,1,TIMOTHY,BUNN,TIMOTHY.BUNN@sakilacustomer.org,330,8.29E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
326,1,JOSE,ANDREW,JOSE.ANDREW@sakilacustomer.org,331,9.61E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
327,2,LARRY,THRASHER,LARRY.THRASHER@sakilacustomer.org,332,8.34E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
328,2,JEFFREY,SPEAR,JEFFREY.SPEAR@sakilacustomer.org,333,38158430589,0,1,14/02/2006 22:04,15/02/2006 04:57
329,2,FRANK,WAGGONER,FRANK.WAGGONER@sakilacustomer.org,334,9.65E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
330,1,SCOTT,SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,335,1.65E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
331,1,ERIC,ROBERT,ERIC.ROBERT@sakilacustomer.org,336,1.05E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
332,1,STEPHEN,QUALLS,STEPHEN.QUALLS@sakilacustomer.org,337,38988715447,0,1,14/02/2006 22:04,15/02/2006 04:57
333,2,ANDREW,PURDY,ANDREW.PURDY@sakilacustomer.org,338,1.20E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
334,2,RAYMOND,MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,339,8.35E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
335,1,GREGORY,MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,340,80303246192,0,1,14/02/2006 22:04,15/02/2006 04:57
336,1,JOSHUA,MARK,JOSHUA.MARK@sakilacustomer.org,341,8.70E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
337,1,JERRY,JORDON,JERRY.JORDON@sakilacustomer.org,342,6.48E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
338,1,DENNIS,GILMAN,DENNIS.GILMAN@sakilacustomer.org,343,2.31E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
339,2,WALTER,PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,344,6.24E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
340,1,PATRICK,NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,345,8.71E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
341,1,PETER,MENARD,PETER.MENARD@sakilacustomer.org,346,7.19E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
342,1,HAROLD,MARTINO,HAROLD.MARTINO@sakilacustomer.org,347,6.98E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
343,1,DOUGLAS,GRAF,DOUGLAS.GRAF@sakilacustomer.org,348,8.96E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
344,1,HENRY,BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,349,64536069371,0,1,14/02/2006 22:04,15/02/2006 04:57
345,1,CARL,ARTIS,CARL.ARTIS@sakilacustomer.org,350,20064292617,0,1,14/02/2006 22:04,15/02/2006 04:57
346,1,ARTHUR,SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,351,2.63E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
347,2,RYAN,SALISBURY,RYAN.SALISBURY@sakilacustomer.org,352,6.28E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
348,2,ROGER,QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,353,55477302294,0,1,14/02/2006 22:04,15/02/2006 04:57
349,2,JOE,GILLILAND,JOE.GILLILAND@sakilacustomer.org,354,53912826864,0,1,14/02/2006 22:04,15/02/2006 04:57
350,1,JUAN,FRALEY,JUAN.FRALEY@sakilacustomer.org,355,6.89E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
351,1,JACK,FOUST,JACK.FOUST@sakilacustomer.org,356,8.41E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
352,1,ALBERT,CROUSE,ALBERT.CROUSE@sakilacustomer.org,357,2.57E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
353,1,JONATHAN,SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org,358,7.54E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
354,2,JUSTIN,NGO,JUSTIN.NGO@sakilacustomer.org,359,7.65E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
355,2,TERRY,GRISSOM,TERRY.GRISSOM@sakilacustomer.org,360,1.43E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
356,2,GERALD,FULTZ,GERALD.FULTZ@sakilacustomer.org,361,6.50E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
357,1,KEITH,RICO,KEITH.RICO@sakilacustomer.org,362,7.39E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
358,2,SAMUEL,MARLOW,SAMUEL.MARLOW@sakilacustomer.org,363,6.21E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
359,2,WILLIE,MARKHAM,WILLIE.MARKHAM@sakilacustomer.org,364,2.96E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
360,2,RALPH,MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,365,1.02E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
361,2,LAWRENCE,LAWTON,LAWRENCE.LAWTON@sakilacustomer.org,366,8.45E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
362,1,NICHOLAS,BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,367,6.75E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
363,2,ROY,WHITING,ROY.WHITING@sakilacustomer.org,368,5.68E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
364,1,BENJAMIN,VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,369,1.51E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
365,2,BRUCE,SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,370,6.34E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
366,1,BRANDON,HUEY,BRANDON.HUEY@sakilacustomer.org,371,99883471275,0,1,14/02/2006 22:04,15/02/2006 04:57
367,1,ADAM,GOOCH,ADAM.GOOCH@sakilacustomer.org,372,1.67E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
368,1,HARRY,ARCE,HARRY.ARCE@sakilacustomer.org,373,3.20E+11,0,0,14/02/2006 22:04,15/02/2006 04:57
369,2,FRED,WHEAT,FRED.WHEAT@sakilacustomer.org,374,5.62E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
370,2,WAYNE,TRUONG,WAYNE.TRUONG@sakilacustomer.org,375,9.61E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
371,1,BILLY,POULIN,BILLY.POULIN@sakilacustomer.org,376,3.33E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
372,2,STEVE,MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,377,4.40E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
373,1,LOUIS,LEONE,LOUIS.LEONE@sakilacustomer.org,378,45554316010,0,1,14/02/2006 22:04,15/02/2006 04:57
374,2,JEREMY,HURTADO,JEREMY.HURTADO@sakilacustomer.org,379,6.00E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
375,2,AARON,SELBY,AARON.SELBY@sakilacustomer.org,380,4.09E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
376,1,RANDY,GAITHER,RANDY.GAITHER@sakilacustomer.org,381,96846695220,0,1,14/02/2006 22:04,15/02/2006 04:57
377,1,HOWARD,FORTNER,HOWARD.FORTNER@sakilacustomer.org,382,3.43E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
378,1,EUGENE,CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org,383,71857599858,0,1,14/02/2006 22:04,15/02/2006 04:57
379,1,CARLOS,COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org,384,9.25E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
380,1,RUSSELL,BRINSON,RUSSELL.BRINSON@sakilacustomer.org,385,8.21E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
381,2,BOBBY,BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org,386,9.34E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
382,2,VICTOR,BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,387,4.86E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
383,1,MARTIN,BALES,MARTIN.BALES@sakilacustomer.org,388,1.06E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
384,2,ERNEST,STEPP,ERNEST.STEPP@sakilacustomer.org,389,5.50E+11,0,1,14/02/2006 22:04,15/02/2006 04:57
